DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2014,59949,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2015,82381,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2016,117433,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2017,174087,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2018,239779,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2019,316209,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2020,501868,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,IT,2021,927006,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2013,250,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2014,280,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2015,332,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2016,365,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2017,446,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2018,528,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2019,642,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2020,815,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LI,2021,1185,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2013,1129,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2014,2927,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2015,3915,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2016,5662,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2017,8590,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2018,14108,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2019,20968,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2020,29170,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LT,2021,36470,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2013,1657,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2014,2007,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2015,2266,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2016,2480,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2017,3078,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2018,3816,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2019,4959,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2020,7254,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LU,2021,11474,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2013,3,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2014,4,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2015,12,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2016,27,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2017,56,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2018,83,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2019,111,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2020,194,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,LV,2021,395,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,ME,2016,36,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,ME,2017,48,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,ME,2018,87,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,ME,2019,122,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2013,315,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2014,347,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2015,423,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2016,574,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2017,841,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2018,1407,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2019,2144,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2020,3395,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,MT,2021,3842,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2015,114080,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2016,126732,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2017,145251,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2018,169284,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2019,198253,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2020,246573,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NL,2021,328750,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NO,2016,54545,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NO,2017,75125,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NO,2018,91193,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NO,2019,108019,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NO,2020,150918,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,NO,2021,130614,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PL,2018,42237,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PL,2019,22768,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PL,2020,23170,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PL,2021,28316,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2013,9939,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2014,11428,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2015,13008,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2016,15507,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2017,20036,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2018,26794,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2019,35756,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2020,45610,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,PT,2021,60787,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,RO,2018,13651,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,RO,2019,23119,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,RO,2020,39509,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,RO,2021,72316,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2013,27571,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2014,33904,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2015,41640,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2016,54085,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2017,70408,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2018,89219,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2019,112140,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2020,145067,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,SE,2021,188901,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2013,83,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2014,112,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2015,251,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2016,395,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2017,794,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2018,4180,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2019,12708,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2020,30903,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,TR,2021,78938,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,UK,2015,235554,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,UK,2016,307738,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,UK,2017,322237,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,UK,2018,401611,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,UK,2021,857347,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,XK,2018,1759,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,XK,2019,2,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_HYB,XK,2021,2514,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2013,385,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2014,727,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2015,1458,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2016,2165,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2017,3749,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2018,5467,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2019,7748,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2020,14511,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,AT,2021,27233,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,BA,2018,,z
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,BA,2019,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,BA,2021,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2013,33063,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2014,38364,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2015,43404,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2016,49316,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2017,56647,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2018,64719,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2019,77585,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2020,98900,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CH,2021,137887,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2013,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2014,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2015,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2016,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2017,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2018,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2019,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2020,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,CY,2021,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DE,2017,42569,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DE,2018,65154,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DE,2019,93117,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DE,2020,249795,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DE,2021,515909,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DK,2015,556,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DK,2016,1101,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DK,2017,1776,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DK,2018,5168,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DK,2019,9838,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,DK,2020,29695,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,EE,2021,840,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2014,358,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2015,397,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2016,473,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2017,796,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2018,2096,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2019,6261,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2020,25075,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,ES,2021,58921,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2014,503,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2015,959,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2016,2230,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2017,5303,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2018,12222,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2019,23003,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2020,43480,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FI,2021,73737,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2013,29362,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2014,30808,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2015,35766,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2016,42095,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2017,53059,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2018,66567,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2019,82905,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2020,153540,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,FR,2021,287883,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2013,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2014,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2015,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2016,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2017,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2018,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,HU,2019,0,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,IS,2018,5634,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,IS,2019,7429,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,IS,2021,9673,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,IT,2014,123,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,IT,2015,839,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,LU,2017,1023,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,LU,2018,1682,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,LU,2019,2288,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,LU,2020,4209,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,LU,2021,7624,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,MT,2019,273,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,MT,2020,785,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,MT,2021,1656,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2015,61828,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2016,78608,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2017,79887,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2018,78592,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2019,77595,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2020,87270,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NL,2021,131648,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2013,3034,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2014,7106,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2015,33455,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2016,32328,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2017,62583,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2018,89671,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2019,108563,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2020,113796,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,NO,2021,166930,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PL,2020,4025,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PL,2021,4322,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PT,2014,195,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PT,2015,624,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PT,2016,1559,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PT,2017,4175,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PT,2018,8717,
ESTAT:ROAD_EQS_CARPDA(1.0),12/09/23 23:00:00,A,NR,ELC_PET_PI,PT,2019,14828,
